alpha_2,region,,flag,大洲:,origin name,Let's Go,,2013-01-01,2013-02-01,2013-03-01,2013-04-01,2013-05-01,2013-06-01,2013-07-01,2013-08-01,2013-09-01,2013-10-01,2013-11-01,2013-12-01,2014-01-01,2014-02-01,2014-03-01,2014-04-01,2014-05-01,2014-06-01,2014-07-01,2014-08-01,2014-09-01,2014-10-01,2014-11-01,2014-12-01,2015-01-01,2015-02-01,2015-03-01,2015-04-01,2015-05-01,2015-06-01,2015-07-01,2015-08-01,2015-09-01,2015-10-01,2015-11-01,2015-12-01,2016-01-01,2016-02-01,2016-03-01,2016-04-01,2016-05-01,2016-06-01,2016-07-01,2016-08-01,2016-09-01,2016-10-01,2016-11-01,2016-12-01,2017-01-01,2017-02-01,2017-03-01,2017-04-01,2017-05-01,2017-06-01,2017-07-01,2017-08-01,2017-09-01,2017-10-01,2017-11-01,2017-12-01,2018-01-01,2018-02-01,2018-03-01,2018-04-01,2018-05-01,2018-06-01,2018-07-01,2018-08-01,2018-09-01,2018-10-01,2018-11-01,2018-12-01,2019-01-01,2019-02-01,2019-03-01,2019-04-01,2019-05-01,2019-06-01,2019-07-01,2019-08-01,2019-09-01,2019-10-01,2019-11-01,2019-12-01,2020-01-01,2020-02-01,2020-03-01,2020-04-01,2020-05-01,2020-06-01,2020-07-01,2020-08-01,2020-09-01,2020-10-01,2020-11-01,2020-12-01,2021-01-01,2021-02-01,2021-03-01,2021-04-01,2021-05-01,2021-06-01,2021-07-01,2021-08-01,2021-09-01,2021-10-01,2021-11-01,2021-12-01,2022-01-01,2022-02-01,2022-03-01
CM,喀麦隆,其他,https://www.fluentpython.com/data/flags/cm/cm.gif,非洲,CM,0,0,203771940,366789492,611315820,815087760,1059614088,1263386028,1385649192,2689789608,3097333488,3341859816,3545631756,3667894920,3790158084,4034684412,4197701964,4360719516,4523737068,4686754620,4890526560,5950140648,6235421364,6520702080,6642965244,6928245960,7009754736,7132017900,7254281064,7376544228,7498807392,7661824944,8476912704,8762193420,9006719748,9251246076,9373509240,9495772404,9618035568,9781053120,9903316284,10025579448,10188597000,10351614552,11329719864,11533491804,11696509356,11818772520,11900281296,11941035684,11941035684,11981790072,12022544460,12022544460,12063298848,12104053236,12185562012,12226316400,12267070788,12267070788,12267070788,12307825176,12348579564,12389333952,12389333952,12430088340,12470842728,12470842728,12552351504,12593105892,12633860280,12674614668,12715369056,12756123444,12796877832,12959895384,13082158548,13122912936,13163667324,13204421712,13245176100,13285930488,13326684876,13367439264,13408193652,13448948040,13489702428,13530456816,13571211204,13611965592,13652719980,13693474368,13734228756,13774983144,13856491920,13938000696,13978755084,14019509472,14060263860,14101018248,14141772636,14182527024,14223281412,14304790188,14386298964,14427053352,14467807740,14508562128,14549316516,14630825292,14671579680,14712334068,14753088456
BI,布隆迪,其他,https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Flag_of_Burundi.svg/250px-Flag_of_Burundi.svg.png,非洲,BI,0,0,0,1018859700,1018859700,1018859700,1467157968,1467157968,1874701848,2282245728,2282245728,2282245728,2649035220,2649035220,2649035220,2649035220,2649035220,2649035220,2649035220,2649035220,2893561548,3138087876,3138087876,3138087876,3138087876,3138087876,3382614204,3382614204,3382614204,3667894920,3667894920,3667894920,3749403696,3749403696,3749403696,3749403696,3871666860,3871666860,3871666860,3871666860,4075438800,4075438800,4075438800,4075438800,4156947576,4156947576,4238456352,4319965128,4401473904,4401473904,4482982680,4686754620,4768263396,4849772172,4849772172,4849772172,4849772172,4849772172,4972035336,5094298500,5216561664,5338824828,5461087992,5461087992,5461087992,5461087992,5461087992,5583351156,5705614320,5827877484,5950140648,6072403812,6194666976,6316930140,6316930140,6805982796,6928245960,6928245960,7050509124,7254281064,7376544228,7498807392,7621070556,7743333720,7743333720,7743333720,7743333720,8028614436,8028614436,8150877600,8273140764,8517667092,8639930256,8762193420,8762193420,8884456584,8884456584,9128982912,9495772404,9495772404,9495772404,9495772404,9618035568,10066333836,10514632104,11003684760,11125947924,11574246192,11696509356,11818772520,11941035684,12226316400,12226316400
BJ,贝宁,其他,https://www.fluentpython.com/data/flags/bj/bj.gif,非洲,BJ,0,0,122263164,326035104,366789492,489052656,529807044,652070208,1344894804,1630175520,1793193072,1956210624,2037719400,2078473788,2159982564,2241491340,2323000116,2363754504,2526772056,2649035220,2730543996,3953175636,4156947576,4442228292,4646000232,4727509008,4809017784,4972035336,5094298500,5216561664,5420333604,5583351156,6398438916,6642965244,6724474020,6887491572,7050509124,7132017900,7254281064,7458053004,7580316168,7621070556,7702579332,7987860048,8762193420,8965965360,9047474136,9251246076,9536526792,9618035568,9658789956,9699544344,9740298732,9781053120,9781053120,9821807508,9862561896,9862561896,9903316284,9903316284,9903316284,9944070672,9984825060,9984825060,9984825060,10025579448,10066333836,10107088224,10147842612,10188597000,10229351388,10270105776,10310860164,10351614552,10351614552,10392368940,10473877716,10514632104,10555386492,10636895268,10677649656,10718404044,10759158432,10799912820,10881421596,10922175984,10962930372,11003684760,11003684760,11044439148,11085193536,11125947924,11166702312,11207456700,11248211088,11288965476,11329719864,11329719864,11329719864,11411228640,11451983028,11492737416,11533491804,11615000580,11655754968,11737263744,11778018132,11900281296,11941035684,11981790072,12022544460,12104053236,12144807624
ML,马里,其他,https://www.fluentpython.com/data/flags/ml/ml.gif,非洲,ML,0,0,0,0,122263164,244526328,285280716,529807044,692824596,815087760,937350924,1059614088,1222631640,1222631640,1344894804,1426403580,1507912356,1548666744,1630175520,1630175520,1711684296,2078473788,2078473788,2078473788,2241491340,2323000116,2323000116,2404508892,2486017668,2486017668,2486017668,2526772056,2771298384,2934315936,2975070324,3260351040,3464122980,3504877368,3627140532,3627140532,3667894920,3708649308,3790158084,3871666860,3953175636,4116193188,4197701964,4238456352,4319965128,4319965128,4360719516,4401473904,4401473904,4401473904,4442228292,4442228292,4442228292,4482982680,4482982680,4482982680,4523737068,4564491456,4564491456,4564491456,4605245844,4646000232,4646000232,4686754620,4686754620,4727509008,4768263396,4809017784,4809017784,4849772172,4890526560,4972035336,5012789724,5012789724,5094298500,5175807276,5257316052,5420333604,5501842380,5624105544,5624105544,5664859932,5705614320,5746368708,5868631872,5909386260,6072403812,6153912588,6235421364,6439193304,6602210856,6724474020,6846737184,7132017900,7335789840,7376544228,7498807392,7702579332,7906351272,8069368824,8395403928,8599175868,8721439032,8802947808,8925210972,9047474136,9210491688,9455018016,9577281180
NE,尼日尔,其他,https://www.fluentpython.com/data/flags/ne/ne.gif,非洲,NE,0,0,81508776,163017552,285280716,285280716,448298268,489052656,611315820,611315820,692824596,815087760,1018859700,1059614088,1181877252,1263386028,1304140416,1304140416,1467157968,1548666744,1752438684,1833947460,1956210624,1956210624,2200736952,2445263280,2649035220,2812052772,3015824712,3382614204,3586386144,3790158084,4116193188,4238456352,4360719516,4401473904,4482982680,4564491456,4727509008,4849772172,4972035336,5053544112,5175807276,5338824828,5501842380,5705614320,5868631872,5868631872,5990895036,5990895036,5990895036,5990895036,6072403812,6113158200,6153912588,6153912588,6153912588,6153912588,6153912588,6194666976,6194666976,6235421364,6235421364,6235421364,6276175752,6316930140,6316930140,6357684528,6357684528,6439193304,6479947692,6520702080,6561456468,6561456468,6602210856,6765228408,6846737184,6846737184,6928245960,7050509124,7050509124,7132017900,7172772288,7213526676,7213526676,7213526676,7254281064,7295035452,7376544228,7417298616,7458053004,7498807392,7498807392,7539561780,7580316168,7621070556,7702579332,7784088108,7824842496,7865596884,7947105660,8069368824,8150877600,8191631988,8232386376,8313895152,8395403928,8476912704,8517667092,8599175868,8639930256,8680684644,8762193420
MR,毛里塔尼亚,其他,https://www.fluentpython.com/data/flags/mr/mr.gif,非洲,MR,0,0,40754388,81508776,122263164,163017552,163017552,163017552,244526328,244526328,244526328,244526328,285280716,285280716,326035104,326035104,326035104,407543880,407543880,407543880,407543880,407543880,448298268,448298268,448298268,489052656,489052656,529807044,529807044,529807044,570561432,611315820,611315820,692824596,692824596,733578984,733578984,774333372,815087760,855842148,896596536,937350924,978105312,978105312,1018859700,1059614088,1100368476,1141122864,1141122864,1181877252,1181877252,1222631640,1263386028,1304140416,1304140416,1344894804,1385649192,1426403580,1507912356,1548666744,1630175520,1670929908,1711684296,1711684296,1833947460,1833947460,1874701848,1956210624,1996965012,2078473788,2159982564,2200736952,2323000116,2363754504,2445263280,2486017668,2486017668,2526772056,2567526444,2608280832,2689789608,2730543996,2812052772,2934315936,3056579100,3138087876,3219596652,3301105428,3382614204,3423368592,3545631756,3708649308,3830912472,4075438800,4279210740,4442228292,4686754620,4890526560,5135052888,5298070440,5501842380,5664859932,5827877484,5950140648,6153912588,6357684528,6561456468,6805982796,7009754736,7172772288,7335789840,7417298616,7580316168
BF,布基纳法索,其他,https://www.fluentpython.com/data/flags/bf/bf.gif,非洲,BF,0,0,81508776,203771940,366789492,448298268,570561432,733578984,896596536,978105312,1059614088,1222631640,1304140416,1344894804,1426403580,1548666744,1589421132,1630175520,1630175520,1630175520,1752438684,1956210624,2078473788,2159982564,2200736952,2241491340,2323000116,2363754504,2445263280,2526772056,2649035220,2771298384,2934315936,3015824712,3056579100,3138087876,3178842264,3301105428,3341859816,3382614204,3382614204,3423368592,3545631756,3627140532,3708649308,3830912472,3871666860,3953175636,4116193188,4116193188,4116193188,4116193188,4116193188,4116193188,4116193188,4116193188,4116193188,4156947576,4156947576,4197701964,4238456352,4279210740,4279210740,4319965128,4319965128,4319965128,4360719516,4360719516,4401473904,4442228292,4442228292,4482982680,4482982680,4523737068,4564491456,4605245844,4686754620,4686754620,4686754620,4727509008,4727509008,4809017784,4849772172,4849772172,4849772172,4849772172,4890526560,4931280948,4972035336,5012789724,5012789724,5053544112,5053544112,5053544112,5053544112,5053544112,5094298500,5135052888,5175807276,5216561664,5257316052,5298070440,5338824828,5420333604,5461087992,5501842380,5542596768,5583351156,5664859932,5705614320,5746368708,5746368708,5827877484
CD,刚果民主,其他,https://www.fluentpython.com/data/flags/cd/cd.gif,非洲,CD,0,0,81508776,163017552,244526328,326035104,489052656,570561432,652070208,692824596,733578984,774333372,815087760,855842148,855842148,937350924,937350924,937350924,978105312,978105312,1059614088,1141122864,1181877252,1263386028,1304140416,1344894804,1385649192,1385649192,1507912356,1548666744,1589421132,1630175520,1630175520,1711684296,1752438684,1793193072,1833947460,1874701848,1915456236,1956210624,2037719400,2037719400,2078473788,2078473788,2159982564,2200736952,2241491340,2282245728,2323000116,2323000116,2323000116,2323000116,2323000116,2323000116,2363754504,2363754504,2363754504,2404508892,2445263280,2486017668,2486017668,2526772056,2567526444,2608280832,2608280832,2649035220,2689789608,2730543996,2771298384,2812052772,2852807160,2852807160,2893561548,2893561548,2975070324,3056579100,3097333488,3138087876,3178842264,3219596652,3219596652,3260351040,3301105428,3382614204,3382614204,3423368592,3464122980,3504877368,3545631756,3586386144,3667894920,3749403696,3790158084,3871666860,3953175636,4034684412,4075438800,4238456352,4319965128,4442228292,4523737068,4646000232,4727509008,4809017784,4931280948,5012789724,5135052888,5175807276,5257316052,5338824828,5461087992,5542596768,5624105544
CG,刚果,其他,https://www.fluentpython.com/data/flags/cg/cg.gif,非洲,CG,0,0,0,0,0,40754388,81508776,163017552,203771940,244526328,244526328,326035104,326035104,366789492,366789492,366789492,448298268,448298268,529807044,529807044,570561432,611315820,652070208,692824596,815087760,855842148,896596536,937350924,978105312,978105312,1018859700,1059614088,1059614088,1059614088,1100368476,1100368476,1141122864,1141122864,1141122864,1141122864,1141122864,1141122864,1181877252,1222631640,1263386028,1304140416,1385649192,1426403580,1507912356,1507912356,1507912356,1507912356,1507912356,1507912356,1548666744,1548666744,1548666744,1589421132,1589421132,1589421132,1589421132,1589421132,1589421132,1630175520,1630175520,1630175520,1670929908,1670929908,1711684296,1711684296,1752438684,1793193072,1833947460,1874701848,1874701848,1915456236,1956210624,1996965012,2037719400,2078473788,2159982564,2159982564,2159982564,2200736952,2200736952,2241491340,2241491340,2282245728,2323000116,2363754504,2404508892,2445263280,2526772056,2567526444,2608280832,2649035220,2689789608,2771298384,2852807160,2934315936,2975070324,3015824712,3056579100,3138087876,3178842264,3219596652,3260351040,3301105428,3382614204,3464122980,3504877368,3545631756,3627140532
GN,几内亚,其他,https://www.fluentpython.com/data/flags/gn/gn.gif,非洲,GN,0,0,0,0,244526328,244526328,407543880,407543880,407543880,570561432,570561432,652070208,652070208,733578984,774333372,774333372,774333372,774333372,815087760,855842148,937350924,937350924,978105312,1100368476,1100368476,1100368476,1141122864,1181877252,1222631640,1222631640,1263386028,1304140416,1304140416,1304140416,1344894804,1385649192,1426403580,1426403580,1467157968,1507912356,1507912356,1630175520,1670929908,1711684296,1793193072,1793193072,1793193072,1833947460,1874701848,1874701848,1874701848,1874701848,1874701848,1874701848,1915456236,1956210624,1956210624,1956210624,1956210624,1956210624,1996965012,1996965012,1996965012,1996965012,2037719400,2078473788,2078473788,2119228176,2119228176,2159982564,2159982564,2200736952,2200736952,2200736952,2200736952,2241491340,2282245728,2282245728,2282245728,2282245728,2323000116,2323000116,2363754504,2363754504,2363754504,2404508892,2445263280,2445263280,2486017668,2486017668,2486017668,2486017668,2486017668,2567526444,2608280832,2649035220,2730543996,2771298384,2812052772,2852807160,2893561548,2934315936,2975070324,3015824712,3097333488,3138087876,3219596652,3301105428,3301105428,3341859816,3382614204,3423368592,3464122980
SL,塞拉利昂,其他,https://www.fluentpython.com/data/flags/sl/sl.gif,非洲,SL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,40754388,81508776,81508776,163017552,163017552,163017552,163017552,244526328,244526328,285280716,285280716,285280716,326035104,407543880,407543880,407543880,448298268,489052656,489052656,529807044,570561432,611315820,692824596,774333372,815087760,815087760,815087760,815087760,815087760,855842148,855842148,896596536,937350924,937350924,1018859700,1018859700,1059614088,1181877252,1263386028,1385649192,1507912356,1589421132,1711684296,1752438684,1793193072,1915456236,2037719400,2119228176,2241491340,2323000116,2486017668,2608280832,2689789608,2812052772,2893561548,3056579100,3138087876,3219596652,3301105428
LR,利比里亚,其他,https://www.fluentpython.com/data/flags/lr/lr.gif,非洲,LR,0,0,0,0,0,0,122263164,122263164,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,326035104,407543880,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,489052656,529807044,529807044,529807044,529807044,529807044,529807044,529807044,529807044,570561432,570561432,570561432,570561432,570561432,570561432,611315820,611315820,611315820,611315820,652070208,652070208,652070208,692824596,733578984,733578984,733578984,733578984,774333372,774333372,774333372,815087760,855842148,896596536,937350924,937350924,937350924,937350924,937350924,937350924,978105312,1018859700,1018859700,1018859700,1018859700,1141122864,1141122864,1141122864,1141122864,1141122864,1141122864,1181877252,1181877252,1222631640,1222631640,1263386028,1304140416,1304140416,1385649192,1426403580,1507912356,1589421132,1589421132,1670929908,1752438684,1833947460,1956210624,2037719400,2078473788,2159982564,2241491340,2323000116,2526772056,2649035220,2730543996,2812052772
